rule_id,period,passed,actual,limit,excess,severity,source,message_ru
BASE_TOTAL_SERVICE,2035,true,1,0.97,0,hard,constraints.csv,SL_total 2035: 1.0000 ≥ 0.97
BASE_CRITICAL_SERVICE,2035,true,1,0.99,0,hard,constraints.csv,SL_critical 2035: 1.0000 ≥ 0.99
BASE_TOTAL_SERVICE,2036,true,1,0.97,0,hard,constraints.csv,SL_total 2036: 1.0000 ≥ 0.97
BASE_CRITICAL_SERVICE,2036,true,1,0.99,0,hard,constraints.csv,SL_critical 2036: 1.0000 ≥ 0.99
BASE_TOTAL_SERVICE,2037,true,1,0.97,0,hard,constraints.csv,SL_total 2037: 1.0000 ≥ 0.97
BASE_CRITICAL_SERVICE,2037,true,1,0.99,0,hard,constraints.csv,SL_critical 2037: 1.0000 ≥ 0.99
BASE_TOTAL_SERVICE,2038,true,1,0.97,0,hard,constraints.csv,SL_total 2038: 1.0000 ≥ 0.97
BASE_CRITICAL_SERVICE,2038,true,1,0.99,0,hard,constraints.csv,SL_critical 2038: 1.0000 ≥ 0.99
BASE_TOTAL_SERVICE,2039,true,1,0.97,0,hard,constraints.csv,SL_total 2039: 1.0000 ≥ 0.97
BASE_CRITICAL_SERVICE,2039,true,1,0.99,0,hard,constraints.csv,SL_critical 2039: 1.0000 ≥ 0.99
BASE_TOTAL_SERVICE,2040,true,1,0.97,0,hard,constraints.csv,SL_total 2040: 1.0000 ≥ 0.97
BASE_CRITICAL_SERVICE,2040,true,1,0.99,0,hard,constraints.csv,SL_critical 2040: 1.0000 ≥ 0.99
CAPEX_2037,2035-2037,true,1790,1800,0,hard,constraints.csv,CAPEX до 2037-12: 1790.0 млн ≤ 1800 млн
CAPEX_2040,2035-2040,true,1790,2800,0,hard,constraints.csv,CAPEX до 2040-12: 1790.0 млн ≤ 2800 млн
RESERVE_45D,2035,true,65,12.32876712,0,hard,constraints.csv,Резерв 45 дн. 2035: запас на 01.01 = 65.00 т ≥ требуемых 12.33 т
RESERVE_45D,2036,true,25.99967,17.26027397,0,hard,constraints.csv,Резерв 45 дн. 2036: запас на 01.01 = 26.00 т ≥ требуемых 17.26 т
RESERVE_45D,2037,true,32.916442,23.42465753,0,hard,constraints.csv,Резерв 45 дн. 2037: запас на 01.01 = 32.92 т ≥ требуемых 23.42 т
RESERVE_45D,2038,true,40.163726,30.82191781,0,hard,constraints.csv,Резерв 45 дн. 2038: запас на 01.01 = 40.16 т ≥ требуемых 30.82 т
RESERVE_45D,2039,true,49.113586,39.45205479,0,hard,constraints.csv,Резерв 45 дн. 2039: запас на 01.01 = 49.11 т ≥ требуемых 39.45 т
RESERVE_45D,2040,true,57.664094,48.08219178,0,hard,constraints.csv,Резерв 45 дн. 2040: запас на 01.01 = 57.66 т ≥ требуемых 48.08 т
EMERGENCY_BASE_STREAK,2035-2040,true,0,2,0,hard,constraints.csv,Emergency как базовый канал: максимальная серия 0 год(а) (лимит 2); базовые годы: нет
CAPACITY_EXCEEDED,2035,true,100,190,0,hard,internal,Резерв канала 'A' на 2035: 100 т/год ≤ мощности 190 т/год
CAPACITY_EXCEEDED,2036,true,132,190,0,hard,internal,Резерв канала 'A' на 2036: 132 т/год ≤ мощности 190 т/год
CAPACITY_EXCEEDED,2037,true,154,190,0,hard,internal,Резерв канала 'A' на 2037: 154 т/год ≤ мощности 190 т/год
CAPACITY_EXCEEDED,2038,true,154,190,0,hard,internal,Резерв канала 'A' на 2038: 154 т/год ≤ мощности 190 т/год
CAPACITY_EXCEEDED,2039,true,187,190,0,hard,internal,Резерв канала 'A' на 2039: 187 т/год ≤ мощности 190 т/год
CAPACITY_EXCEEDED,2040,true,190,190,0,hard,internal,Резерв канала 'A' на 2040: 190 т/год ≤ мощности 190 т/год
CAPACITY_EXCEEDED,2035,true,110,110,0,hard,internal,Резерв канала 'B' на 2035: 110 т/год ≤ мощности 110 т/год
CAPACITY_EXCEEDED,2036,true,110,110,0,hard,internal,Резерв канала 'B' на 2036: 110 т/год ≤ мощности 110 т/год
CAPACITY_EXCEEDED,2037,true,110,110,0,hard,internal,Резерв канала 'B' на 2037: 110 т/год ≤ мощности 110 т/год
CAPACITY_EXCEEDED,2038,true,110,110,0,hard,internal,Резерв канала 'B' на 2038: 110 т/год ≤ мощности 110 т/год
CAPACITY_EXCEEDED,2039,true,110,110,0,hard,internal,Резерв канала 'B' на 2039: 110 т/год ≤ мощности 110 т/год
CAPACITY_EXCEEDED,2040,true,110,110,0,hard,internal,Резерв канала 'B' на 2040: 110 т/год ≤ мощности 110 т/год
CAPACITY_EXCEEDED,2037,true,130,130,0,hard,internal,Резерв канала 'C' на 2037: 130 т/год ≤ мощности 130 т/год
CAPACITY_EXCEEDED,2038,true,130,130,0,hard,internal,Резерв канала 'C' на 2038: 130 т/год ≤ мощности 130 т/год
CAPACITY_EXCEEDED,2039,true,130,130,0,hard,internal,Резерв канала 'C' на 2039: 130 т/год ≤ мощности 130 т/год
CAPACITY_EXCEEDED,2040,true,130,130,0,hard,internal,Резерв канала 'C' на 2040: 130 т/год ≤ мощности 130 т/год
CAPACITY_EXCEEDED,2038,true,120,120,0,hard,internal,Резерв канала 'D' на 2038: 120 т/год ≤ мощности 120 т/год
CAPACITY_EXCEEDED,2039,true,120,120,0,hard,internal,Резерв канала 'D' на 2039: 120 т/год ≤ мощности 120 т/год
CAPACITY_EXCEEDED,2040,true,120,120,0,hard,internal,Резерв канала 'D' на 2040: 120 т/год ≤ мощности 120 т/год
EARTH_NEW_WITHOUT_EXERCISE,2035-01,true,0,0,0,hard,internal,Канал 'C': инвестиция 'EARTH_NEW' (exercise_option) присутствует в плане
ISRU_WITHOUT_CAPEX,2037-11,true,0,0,0,hard,internal,Канал 'D': инвестиция 'LUNAR_ISRU' (fund_capex) присутствует в плане
ISRU_FIRST_YEAR_RELIABILITY,2038,true,0,0.78,0,soft,internal,План не заявляет надёжность канала D 2038 выше 0.78 (CASE_INPUT)
NEGATIVE_INVENTORY,2035-2040,true,25.99967,0,0,hard,internal,Минимальный запас на конец месяца за горизонт: 25.9997 т (≥ 0 — отрицательного запаса нет)
